name,sku,_type,visibility,_category,brands,description,specifications,resources,Main Image,2nd Image,3rd Image,4th Image,5th Image,options_1,options_2,options_3,price,short_description,weight,quantity
Resmed Pixi™ Pediatric CPAP Mask & Headgear,61030,simple,1,Mask & Headgear,Resmed,"<div id=""Overview"">
<div id=""quickfacts"">
<h2>Features</h2>
<ul><li>The Pixi&#x2122; CPAP mask covers the nose only, allowing no pressure or obstruction around the eye area </li>
<li>There are no small parts that could cause choking or other hazards.</li>
<li>Adjustment to tubing made easy to compensate for your  child&#x2019;s sleeping position.</li>
<li>Soft and comfortable CPAP cushions that minimizes the pressure on the face with compromising the seal.</li>
<li>Recommended for children ages 2 through 7.</li>
<li>Quick-release latch creates easy removal .</li> </ul>
</div>
The ResMed Pixi&#x2122; Pediatric CPAP Mask and Headgear is the newest mask for sleep-disordered breathing (SDB) in children, including forms of sleep apnea. The ResMed Pixi&#x2122; CPAP mask  is designed specifically for children ages two to seven years old, providing caretakers with a better option  for the youngest CPAP or bilevel therapy users.<br><br> 
The Pixi&#x2122; CPAP mask is designed to provide a stable effective air seal with minimum headgear tension. Flexible stabilizers allow the mask to conform to each child&#x2019;s unique facial structure and shape for the most customized fit. The quick release latch makes it easy to take the CPAP mask off while retaining desired headgear settings while the emergency latch can be released quickly in an emergency. The CPAP headgear is designed to fit away from the child&#x2019;s eyes and ears to reduce irritation and obstruction with a clear line of sight. 
<br><br>
See under &apos;Resources&apos; for the product guide, an activity book, and a parent guide all about the new Resmed Pixi&#x2122; CPAP mask and get started on a new journey for you and your child.
<p class=""clear"">
</p></div>","<div>
	
    <ul class=""typedisplay""><li class=""alt""><span class=""productpropertylabel"">HCPCS Reimbursement Code:</span><span class=""productpropertyvalue"">A7034, A7035</span></li><li class=""alt""><span class=""productpropertylabel"">Included In Box:</span><span class=""productpropertyvalue"">Pixi&#x2122; Pediatric Mask, headgear, Pressure port tube, user instructions</span></li><li><span class=""productpropertylabel"">Brand/Manufacturer:</span><span class=""productpropertyvalue"">Resmed</span></li><li class=""alt""><span class=""productpropertylabel"">Prescription Required:</span><span class=""productpropertyvalue"">Yes</span></li><li class=""alt""><span class=""productpropertylabel"">Cushion Type:</span><span class=""productpropertyvalue"">Silicone</span></li></ul>

</div> <br/> <div>
                                    <p>CPAP Supply USA is authorized to sell and ship ResMed products to end-users residing in the United States and having a valid US physician&apos;s order/prescription.  No 3<sup>rd</sup> party or B2B transactions permitted.</p>
                
                                    <p>Some images supplied by ResMed and used with permision. &#xA9;2010 ResMed</p>
    
                                    <p>All services provided by CPAP Supply USA, including advertisement, ordering, sale, delivery, instruction, and setup of the products, are performed solely by CPAP Supply USA and independently of the manufacturer.</p>
                                </div>","<a href=""/PDFs/Resmed_pixi_product-guide_amer_eng.pdf "" target=""_blank"">Product Guide</a>

<br><br>

<a href=""/PDFs/Resmed_pixi_parent-guide_amer_eng.pdf "" target=""_blank"">Parent Guide</a>

<br><br>
<a href=""/PDFs/Resmed_pixi_activity-books_amer_eng.pdf "" target=""_blank"">Activity Book</a>",DA448EB5B7B38057CF21E055A3A4863720073959.jpg,F3D02D9831B42CDAE3655E5538CD5E1BFFC0DF16.jpg,34F3359E55D10B10CF58E80E215B2548AFD5CDBD.jpg,442E68ABA81B7AD2E3E497444273476E6B05DAB7.jpg,,,,,$137.00,,,999
ResMed Swift™ FX for Her Nasal CPAP Mask Pillows System and HeadgearPaulaMonica,61540,simple,1,Mask & Headgear,ResMed,"<div id=""Overview"">
<div id=""quickfacts"">
<h2>Features</h2>
<ul>
<li>&quot;Slinky&quot; like short tube allows for movement without pulling on the mask</li>
<li>Three pillow cushion sizes ensure a proper fit</li>
<li>Soft silicone headgear and low profile pink backstrap provide lightweight stability for your mask</li>
<li>Clinically tested at pressures up to 20 cm H<subscript>2</subscript>O</li>
<li>Multiple sleeping positions</li>
<li>Easy to clean with minimal parts</li>
<li>Quite vents direct exhaled air away from your bed partner</li>
</ul>
</div>
ResMed knows that comfort makes all the difference in your therapy.  That&apos;s why the Swift FX for Her Nasal Pillow System was designed to be flexible, lightweight, super soft, and female friendly.  The masks comes with extra small, small, and medium dual-wall nasal pillows ensuring a gentle, comfortable and wide fit range, pink soft wraps for enhanced cheek comfort, a lightweight flexible short tube allowing for a range of sleeping positions, and a pink low profile headgear.
<br><br>
<b>Sizes included:</b> Extra Small, Small, Medium
<p class=""clear"">
</p></div>","<div>
	
    <ul class=""typedisplay""><li class=""alt""><span class=""productpropertylabel"">HCPCS Reimbursement Code:</span><span class=""productpropertyvalue"">A7032, A7034, A7035</span></li><li class=""alt""><span class=""productpropertylabel"">Included In Box:</span><span class=""productpropertyvalue"">Nasal Interface Mask, Headgear, Short Tube Assembly, Soft Wraps, and Extra Small, Small, and Medium nasal pillows</span></li><li><span class=""productpropertylabel"">Brand/Manufacturer:</span><span class=""productpropertyvalue"">ResMed</span></li><li class=""alt""><span class=""productpropertylabel"">Prescription Required:</span><span class=""productpropertyvalue"">Yes</span></li><li class=""alt""><span class=""productpropertylabel"">Cushion Type:</span><span class=""productpropertyvalue"">Silicone</span></li><li class=""alt""><span class=""productpropertylabel"">Multiple Sizes Included:</span><span class=""productpropertyvalue"">Yes</span></li></ul>

</div> <br/> <div>
                                    <p>CPAP Supply USA is authorized to sell and ship ResMed products to end-users residing in the United States and having a valid US physician&apos;s order/prescription.  No 3<sup>rd</sup> party or B2B transactions permitted.</p>
                
                                    <p>Some images supplied by ResMed and used with permision. &#xA9;2010 ResMed</p>
    
                                    <p>All services provided by CPAP Supply USA, including advertisement, ordering, sale, delivery, instruction, and setup of the products, are performed solely by CPAP Supply USA and independently of the manufacturer.</p>
                                </div>","<ul>
<li><a href=""/pdfs/Swift FX Features.pdf"" target=""_blank"">Detailed Features</a></li>
<br>
<li><a href=""/pdfs/Swift FX Fitting Guide.pdf"" target=""_blank"">Fitting Guide</a></li>
<br>
<li><a href=""/pdfs/Sw FX Patient Brochure.pdf"" target=""_blank"">Product Brochure</a></li>
</ul>
<br><br>
<iframe title=""YouTube video player"" class=""youtube-player"" type=""text/html"" width=""640"" height=""390"" src=""http://www.youtube.com/embed/ZYPBbFWIi9M"" frameborder=""0"" allowfullscreen></iframe>",A6EA5934F4358C298CF6358A592D11E9979DEE80.jpg,1345121B5F4427BC854BD896383DE4BF4D9D64E4.jpg,81FEB36DF0A76819716431E189A00E1C354D0EF7.jpg,08A106815EE202AEA7788A4A7C61D61B26534BAC.jpg,,,,,,,,999
ResMed Quattro™ Air Full Face CPAP Mask & Headgear,6270x,configurable,1,Mask & Headgear,ResMed,"<div id=""Overview"">
<div id=""quickfacts"">
<h2>Features</h2>
<ul>
<li>At 3.3 ounces, the lightest full face mask on the market </li>
<li>Only four parts</li>
<li>Easy assembly and disassembling for cleaning</li>
<li>Swivel tube for active sleepers</li>
<li>New Spring Air&#x2122; cushion</li>
<li>New SoftEdge&#x2122; Headgear design</li>

</ul>
</div>
ResMed introduces a new full face mask to their ever popular Quattro&#x2122; line of masks with a weight to talk about. The new ResMed Quattro Air&#x2122; weighs in at only 3.3 ounces making it the lightest full face mask available to date. 45% lighter with only four parts make up  this newest innovation from ResMed. Users will not be disappointed and will enjoy a feeling of virtual freedom while using the ResMed Quattro Air.<br><br>
Just like its predecessor, the ResMed Quattro FX&#x2122;, the Quattro Air&#x2122; provides the user with a clear field of vision without obstructions seen with other full face masks. ResMed researchers have found wearers responses to the Quattro Air&#x2122; are very positive even stating the Quattro Air&#x2122; is more comfortable than the Quattro FX&#x2122;. That statement alone makes this mask a definite possibility if a user is looking for a new mask to try.<br><br>
Cleaning and maintenance for the ResMed Quattro Air&#x2122; is as easy as 1-2-3-4 parts to dissemble quickly and effortlessly. This mask is perfect for patients who find their spending more time with dissembling and cleaning due to the excessive parts and complicated instructions to re-assemble. Save time, get sleep, as well as compliant therapy.<br><br>
<b><center>Features</center></b><br><br>
<b>Spring Air&#x2122; Cushion</b><br>
ResMed has always been on the cutting edge with technology and with the Spring Air&#x2122; enhanced dual-wall cushion there are no disappointments. The seal can be described with one word, quality! While delivering high-performance comfort at its best. the cushion inserts into the frame with ease without the common clip-on feature found with most masks.  <br><br>
<b>SoftEdge&#x2122; Headgear</b><br>
The headgear features top of the line rolled edge fabric to reduce or prevent those unwanted facial marks and redness. The SoftEdge&#x2122; designed headgear will also deliver a noticeable comfort with a soft feather-weight feel to the touch.<br><br>


<b>Please choose a size when ordering. Sizes available are:</b><br>
62701 &#x2013; Small<br>
62702 &#x2013; Medium<br>
62703 - Large<br><br><br>
<center><img src=""/Images/Logos/ResMed%20Logo.jpg"" alt=""ResMed CPAP machines, masks, and supplies""></center><br><br>
<script type=""text/javascript"">rmad_unit=""h1"";</script>
<center><script type=""text/javascript"" src=""//rmdassets.com/sop/dealer_comm/2013_4/ad.js""></script>


<p class=""clear"">
</p></center></div>","<div>
	
    <ul class=""typedisplay""><li class=""alt""><span class=""productpropertylabel"">HCPCS Reimbursement Code:</span><span class=""productpropertyvalue"">A7030, A7035</span></li><li class=""alt""><span class=""productpropertylabel"">Included In Box:</span><span class=""productpropertyvalue"">CPAP Mask, Headgear, Instructions booklet, carrying bag</span></li><li><span class=""productpropertylabel"">Brand/Manufacturer:</span><span class=""productpropertyvalue"">ResMed</span></li><li class=""alt""><span class=""productpropertylabel"">Prescription Required:</span><span class=""productpropertyvalue"">Yes</span></li><li class=""alt""><span class=""productpropertylabel"">Cushion Type:</span><span class=""productpropertyvalue"">Silicone</span></li><li class=""alt""><span class=""productpropertylabel"">Multiple Sizes Included:</span><span class=""productpropertyvalue"">No</span></li></ul>

</div> <br/> <div>
                                    <p>CPAP Supply USA is authorized to sell and ship ResMed products to end-users residing in the United States and having a valid US physician&apos;s order/prescription.  No 3<sup>rd</sup> party or B2B transactions permitted.</p>
                
                                    <p>Some images supplied by ResMed and used with permision. &#xA9;2010 ResMed</p>
    
                                    <p>All services provided by CPAP Supply USA, including advertisement, ordering, sale, delivery, instruction, and setup of the products, are performed solely by CPAP Supply USA and independently of the manufacturer.</p>
                                </div>","<ul>
<li><a href=""/PDFs/quattro-air-product-quide-resmed.pdf"" target=""_blank"">Product Guide</a></li>
<br>
<br>
<iframe width=""560"" height=""315"" src=""http://www.youtube.com/embed/OUbOnK17JOs"" frameborder=""0"" allowfullscreen></iframe>

</ul>",2F3E023BB4D5BB51874E7DC68F66D49A423484BF.jpg,8BF0FB67E2F18A8553C28117E609535C3AB0B8FC.jpg,7BBB746DFF38E52B5C25EFF2D25D5CD33FF89A83.jpg,0851BC3D22C392938ACE5FE807CB5782F64D8233.jpg,0D2B8CDE9832B300A61CEE73F84B33315CAB4BC3.jpg,,,,,,,999
ResMed Quattro™ Air Full Face CPAP Mask & Headgear,62701,simple,0,,,,,,,,,,,62701 - Small,,,,,,999
ResMed Quattro™ Air Full Face CPAP Mask & Headgear,62702,simple,0,,,,,,,,,,,62702 - Medium,,,,,,999
ResMed Quattro™ Air Full Face CPAP Mask & Headgear,62703,simple,0,,,,,,,,,,,62703 - Large,,,,,,999
ResMed Swift™ FX CPAP Mask Nasal Pillows System & Headgear,61500,simple,1,Mask & Headgear,ResMed,"<div id=""Overview"">
<div id=""quickfacts"">
<h2>Features</h2>
<ul>
<li>&quot;Slinky&quot; like short tube allows free and unrestrained movement without pulling on the mask</li>
<li>Three pillow cushion sizes ensure a proper fit</li>
<li>Soft silicone headgear and low profile backstrap provide lightweight stability for your mask</li>
<li>Clinically tested at pressures up to 20 cm H<subscript>2</subscript>O</li>
<li>Multiple sleeping positions</li>
<li>Easy to clean with minimal parts</li>
<li>Quite vents direct exhaled air away from you and your bed partner</li>
</ul>
</div>
ResMed knows that comfort makes all the difference in your CPAP therapy.  That&apos;s why the ResMed Swift FX CPAP Nasal Pillow System was designed to be flexible, lightweight, and super soft.  The masks comes with small, medium, and large dual-wall nasal pillows ensuring a gentle, comfortable, wide fit range, soft wraps for enhanced cheek comfort, and a lightweight flexible short tube allowing for a range of sleeping positions.  The uniquely designed silicone headgear gives you a more lightweight and flexible option over traditional headgears.  <br><br>
This mask is the latest design in ResMed&apos;s long line of CPAP nasal interface systems.  ResMed designed the Swift FX to ensure the maximum comfort with a minimum amount of leaks.  This mask is excellent for both CPAP and BiPAP therapy, and is the first CPAP nasal pillow system designed for pressures up to 20 cmH2O.  Easily replaceable parts makes the ResMed Swift FX an excellent choice for most CPAP patients.  Patient reviews can be found on the review tab.
<br><br>
<b>Sizes included:</b> Small, Medium, Large
<p class=""clear"">
</p></div>","<div>
	
    <ul class=""typedisplay""><li class=""alt""><span class=""productpropertylabel"">HCPCS Reimbursement Code:</span><span class=""productpropertyvalue"">A7034, A7035</span></li><li class=""alt""><span class=""productpropertylabel"">Included In Box:</span><span class=""productpropertyvalue"">CPAP Nasal Interface Mask, Headgear, Short Tube Assembly, Soft Wraps, and Small, Medium, and Large nasal pillows, carrying bag</span></li><li><span class=""productpropertylabel"">Brand/Manufacturer:</span><span class=""productpropertyvalue"">ResMed</span></li><li class=""alt""><span class=""productpropertylabel"">Prescription Required:</span><span class=""productpropertyvalue"">Yes</span></li><li class=""alt""><span class=""productpropertylabel"">Cushion Type:</span><span class=""productpropertyvalue"">Silicone</span></li><li class=""alt""><span class=""productpropertylabel"">Multiple Sizes Included:</span><span class=""productpropertyvalue"">Yes</span></li></ul>

</div> <br/> <div>
                                    <p>CPAP Supply USA is authorized to sell and ship ResMed products to end-users residing in the United States and having a valid US physician&apos;s order/prescription.  No 3<sup>rd</sup> party or B2B transactions permitted.</p>
                
                                    <p>Some images supplied by ResMed and used with permision. &#xA9;2010 ResMed</p>
    
                                    <p>All services provided by CPAP Supply USA, including advertisement, ordering, sale, delivery, instruction, and setup of the products, are performed solely by CPAP Supply USA and independently of the manufacturer.</p>
                                </div>","<ul>
<li><a href=""/pdfs/Swift FX Features.pdf"" target=""_blank"">Detailed Features</a></li>
<br>
<li><a href=""/pdfs/Swift FX Fitting Guide.pdf"" target=""_blank"">Fitting Guide</a></li>
<br>
<li><a href=""/pdfs/Sw FX Patient Brochure.pdf"" target=""_blank"">Product Brochure</a></li>
</ul>
<br><br>
<iframe title=""YouTube video player"" class=""youtube-player"" type=""text/html"" width=""640"" height=""390"" src=""http://www.youtube.com/embed/ZYPBbFWIi9M"" frameborder=""0"" allowfullscreen></iframe>",BA964A3F6DA8E4377332BBCDFF153F1A079F34B2.jpg,0815107E5067A1BF4CC2E2DAE46340568B69050B.jpg,12F34DB5962A57CD07A2FBFF66968943852E26BE.jpg,,,,,,$159.99,,,999
ResMed Mirage™ FX Nasal CPAP Mask & Headgear,6210x,configurable,1,Mask & Headgear,ResMed,"<div id=""Overview"">
<div id=""quickfacts"">
<h2>Features</h2>
<ul>
<li> One Size Fits Most &#x2013; Never before has CPAP mask sizing been this effortless.</li>
<li>Flexible, Winged Forehead Support &#x2013; Reduces contact with the forehead, eliminating pressure point pain or red marks.</li>
<li>Trusted Dual-Walled Mirage CPAP Cushion &#x2013; Building on the success of other Mirage CPAP masks, the Mirage FX CPAP has the proven Spring Air cushion design you will love.</li>
<li>Only 4 Parts &#x2013; No need for instructions to reassemble your mask after cleaning! With only 4 parts (the CPAP headgear, mask frame, cushion, and elbow), the Mirage FX CPAP Mask is very user-friendly.</li>
<li>New Squeeze Tab Elbow &#x2013; A long-needed feature, the new elbow design makes connecting and disconnecting the hose to the mask a simple task.</li>
<li>SoftEdge Headgear Design &#x2013; Kind to the face and head, the ResMed headgear design reduces red marks and headgear discomfort.</li>
<li>Diffuse Vent Design &#x2013; Some of the quietest CPAP masks available, the ResMed line incorporates a patented air vent design that quietly diffuses exhaled air.</li>

</ul>
</div>
The CPAP mask that so many CPAP users have been waiting for and talking about, the ResMed Mirage FX Nasal CPAP Mask is now available. This ResMed nasal CPAP mask is a revolution in the CPAP world, with only four parts, a scaled-down forehead pad, and an innovative one-size-fits-most approach. The ResMed Mirage FX CPAP Mask is comfortable, lightweight, and easy to wear. It combines your favorite Mirage mask features with the newest CPAP mask technology available from ResMed.
<br><br>
One effortless fit, one simple solution, one CPAP mask for all &#x2013; this describes the appeal of the ResMed Mirage FX CPAP mask perfectly. In a time where CPAP treatment has become more and more complex, ResMed has taken a bold step by simplifying your mask design and sizing needs. With only four components, the ResMed Mirage FX Nasal CPAP Mask is easy to assemble, easy to fit, and, most importantly, easy to sleep in. 
<br><br>
Available in two sizes and designed to fit the majority of individuals, the Mirage FX CPAP mask may be the easiest-to-size mask available. The Standard size works for the majority of people, but a Wide size is also available for those with a nose diameter over 2.25&#x201D; (the width of your nose from one side to the other). The <a href=""http://www.cpapsupplyusa.com/62128-resmed-mirage-fx-for-her-cpap-mask.aspx"">Mirage FX for Her</a> is also available and was designed especially for women. It includes a smaller-sized CPAP headgear in pink, but uses the same CPAP mask frame and cushion as the standard Mirage FX CPAP mask.
<br><br>
The winged, &#x201C;butterfly&#x201D; forehead support is new to the ResMed CPAP mask line. Reducing the possibility of pressure point pain or red spots in the morning, the forehead pad design in the Mirage FX CPAP mask is a welcome feature for many CPAP users. 
<br><br>
<b>Please choose a size when ordering. Sizes available are:</b><br>
62103 &#x2013; STANDARD (fits most individuals)<br>
62118 &#x2013; WIDE (for those with nose widths over 2.25&#x201D;)
<p class=""clear"">
</p></div>","<div>
	
    <ul class=""typedisplay""><li class=""alt""><span class=""productpropertylabel"">HCPCS Reimbursement Code:</span><span class=""productpropertyvalue"">A7034, A7035</span></li><li><span class=""productpropertylabel"">Brand/Manufacturer:</span><span class=""productpropertyvalue"">ResMed</span></li><li class=""alt""><span class=""productpropertylabel"">Prescription Required:</span><span class=""productpropertyvalue"">Yes</span></li><li class=""alt""><span class=""productpropertylabel"">Cushion Type:</span><span class=""productpropertyvalue"">Silicone</span></li><li class=""alt""><span class=""productpropertylabel"">Multiple Sizes Included:</span><span class=""productpropertyvalue"">No</span></li></ul>

</div> <br/> <div>
                                    <p>CPAP Supply USA is authorized to sell and ship ResMed products to end-users residing in the United States and having a valid US physician&apos;s order/prescription.  No 3<sup>rd</sup> party or B2B transactions permitted.</p>
                
                                    <p>Some images supplied by ResMed and used with permision. &#xA9;2010 ResMed</p>
    
                                    <p>All services provided by CPAP Supply USA, including advertisement, ordering, sale, delivery, instruction, and setup of the products, are performed solely by CPAP Supply USA and independently of the manufacturer.</p>
                                </div>","<ul>
<li><a href=""/pdfs/Mirage FX Product Guide.pdf"" target=""_blank"">Product Guide</a></li>
<br><br>
<li><a href=""/pdfs/Mirage-FX-fitting-guide.pdf"" target=""_blank"">Fitting Guide</a></li>
<br><br>
</ul>
<object style=""height: 390px; width: 640px""><param name=""movie"" value=""http://www.youtube.com/v/lc5Kp2m84hw?version=3""><param name=""allowFullScreen"" value=""true""><param name=""allowScriptAccess"" value=""always""><embed src=""http://www.youtube.com/v/lc5Kp2m84hw?version=3"" type=""application/x-shockwave-flash"" allowfullscreen=""true"" allowscriptaccess=""always"" width=""640"" height=""390""></object>",4BC3AC0CEA29F0DFCFFF18A6BF45D649998F97C2.jpg,AA0F90C8B07E8BCDC2508943E1A7C35EE5350239.jpg,F96B1D1CA11B1C223B553CC0C79C47F6D5168CD5.jpg,,,,,,,,,999
ResMed Mirage™ FX Nasal CPAP Mask & Headgear,62103,simple,0,,,,,,,,,,,62103 - Standard,,,,,,999
ResMed Mirage™ FX Nasal CPAP Mask & Headgear,62118,simple,0,,,,,,,,,,,62118 - Wide,,,,,,999
ResMed Mirage Activa™ LT CPAP Mask & Headgear,601XX,configurable,1,Mask & Headgear,ResMed,"<div id=""Overview"">
<div id=""quickfacts"">
<h2>Features</h2>
<ul>
<li>Lightweight ActiveCell technology.</li><li>Automatically seals for a proper fit with most patients.</li><li>Excellent for active sleepers</li>
<li>Lightweight design offers less pressure points while still maintaining a proper seal.</li>
<li>New MicroFit dial fine-tunes your fit to suit each CPAP user&#x2019;s profile with an easy one-handed adjustment dial.</li>
<li>Quiet and streamlined: Unique design diffuses air quietly and gently for improved comfort for user and bed partner and it is 49% quieter than the original Activa CPAP mask.</li>
<li>Intuitively easy: Fewer mask parts for easy cleaning and assembly.</li>
<li>Three cushion sizes fit over 91% of users.</li>
<li>A great CPAP mask choice for active, restless sleepers, the Mirage Activa LT is also recommended for CPAP users with facial hair.</li><li>Excellent for CPAP and BiPAP users with a higher pressure setting</li>
</ul>
</div>
The ResMed Mirage Activa LT CPAP mask and headgear is designed to accommodate every CPAP or BiPAP user and ensure a comfortable, hassle-free night. The ResMed Mirage Activa LT is an updated version of the extremely popular ResMed Mirage Activa Nasal mask. The Mirage Activa LT uses the proven ResMed ActiveCell technology and bellows-style nasal cushion to ensure minimal leaks and minimal facial pressure, even at high settings. Drawing from the popular features of the original Activa, the Mirage Activa LT continues with a proven design that is now much smaller, 49% quieter, and easier to wear. With a slimmer profile and improved exhalation diffusing system, the ResMed Mirage Activa LT CPAP mask and headgear is one of our most popular nasal CPAP masks.<br><br>
The Mirage Activa LT will be a great choice for new and experienced CPAP users alike. New users will find it to be a comfortable mask with minimal leaks. Past users of the original Activa will find all of their favorite Activa features combined with a smaller size, improved diffuser, a new MicroFit Dial for easier forehead adjustments, and 49% quieter.<br><br>
ResMed continues to be an innovative leader in the field of sleep therapy. Exceptional comfort, and quality of product makes the Mirage Activa LT CPAP mask a great choice for most CPAP and BiPAP users.<br><br>
<b>Please choose your size before purchasing:</b><br>
60182 - Small (formerly size SMALL in the ResMed Activa)<br>
60148 - Medium (formerly size STANDARD in the ResMed Activa)<br> 
60149 - Large (formerly size LARGE in the ResMed Activa)<br> 
60150 - Large Wide (formerly size SHALLOW in the ResMed Activa)
<p class=""clear"">
</p></div>","<div>
	
    <ul class=""typedisplay""><li class=""alt""><span class=""productpropertylabel"">HCPCS Reimbursement Code:</span><span class=""productpropertyvalue"">A7034, A7035</span></li><li class=""alt""><span class=""productpropertylabel"">Included In Box:</span><span class=""productpropertyvalue"">Nasal CPAP mask, nasal cushion, mask headgear, and user instructions</span></li><li><span class=""productpropertylabel"">Brand/Manufacturer:</span><span class=""productpropertyvalue"">ResMed</span></li><li class=""alt""><span class=""productpropertylabel"">Prescription Required:</span><span class=""productpropertyvalue"">Yes</span></li><li class=""alt""><span class=""productpropertylabel"">Cushion Type:</span><span class=""productpropertyvalue"">ActiveCell</span></li><li class=""alt""><span class=""productpropertylabel"">Multiple Sizes Included:</span><span class=""productpropertyvalue"">No</span></li></ul>

</div> <br/> <div>
                                    <p>CPAP Supply USA is authorized to sell and ship ResMed products to end-users residing in the United States and having a valid US physician&apos;s order/prescription.  No 3<sup>rd</sup> party or B2B transactions permitted.</p>
                
                                    <p>Some images supplied by ResMed and used with permision. &#xA9;2010 ResMed</p>
    
                                    <p>All services provided by CPAP Supply USA, including advertisement, ordering, sale, delivery, instruction, and setup of the products, are performed solely by CPAP Supply USA and independently of the manufacturer.</p>
                                </div>","<ul>
<li><a href=""/pdfs/mirage-activa-lt_fitting-template.pdf"" target=""_blank"">Sizing Guide</a></li>
<br>
<li><a href=""pdfs/mirage-activa-lt-brochure.pdf"" target=""_blank"">Product Brochure</a></li>
</ul>
<br><br>
<iframe title=""YouTube video player"" class=""youtube-player"" type=""text/html"" width=""640"" height=""390"" src=""http://www.youtube.com/embed/oLgVtOyMo5g"" frameborder=""0"" allowfullscreen></iframe>
<br><br>
<iframe title=""YouTube video player"" class=""youtube-player"" type=""text/html"" width=""640"" height=""390"" src=""http://www.youtube.com/embed/2DIbJhRZj8E"" frameborder=""0"" allowfullscreen></iframe>
<br><br>
<iframe title=""YouTube video player"" class=""youtube-player"" type=""text/html"" width=""640"" height=""390"" src=""http://www.youtube.com/embed/ODvxBwLh7B0"" frameborder=""0"" allowfullscreen></iframe>
<br><br>
<iframe title=""YouTube video player"" class=""youtube-player"" type=""text/html"" width=""640"" height=""390"" src=""http://www.youtube.com/embed/dmwmiXtl7Ts"" frameborder=""0"" allowfullscreen></iframe>",4AF0BD91B5B7A73A89140B5054EF0B846EFECC32.jpg,6C4E2017D74408E1320A6D578E2B3577E63486E0.jpg,,,,,,,$121.00,,,999
ResMed Mirage Activa™ LT CPAP Mask & Headgear,60182,simple,0,,,,,,,,,,,60182 - Small,,,,,,999
ResMed Mirage Activa™ LT CPAP Mask & Headgear,60148,simple,0,,,,,,,,,,,60148 - Medium,,,,,,999
ResMed Mirage Activa™ LT CPAP Mask & Headgear,60149,simple,0,,,,,,,,,,,60149 - Large,,,,,,999
ResMed Mirage Activa™ LT CPAP Mask & Headgear,60150,simple,0,,,,,,,,,,,60150 - Large Wide,,,,,,999
